0.3311,0.418,0.25484,0.3771,0.1714,0.3582,0.10272,0.1364,0.10054,0.1
0.4627,0.4886,0.40138,0.4738,0.33072,0.4294,0.15456,0.2664,0.1038,0.1443
0.51416,0.5184,0.46126,0.5141,0.40786,0.4642,0.23472,0.3224,0.11352,0.1578
0.55662,0.5564,0.49462,0.531,0.44644,0.5009,0.26852,0.3534,0.153,0.1879
0.58302,0.5767,0.51828,0.5458,0.47782,0.5203,0.29924,0.3591,0.1685,0.2021
0.6084,0.5777,0.5389,0.5592,0.4932,0.551,0.3178,0.3825,0.17342,0.2108
0.62552,0.59,0.55442,0.5804,0.51708,0.5552,0.33504,0.4057,0.17804,0.2041
0.6422,0.6134,0.57516,0.5923,0.52794,0.5655,0.35394,0.4241,0.1782,0.1835
0.65574,0.6071,0.58796,0.605,0.54006,0.576,0.37548,0.4397,0.18004,0.2004
0.66994,0.6103,0.60498,0.5912,0.55152,0.5854,0.38666,0.4521,0.18152,0.1975
0.67868,0.6273,0.61116,0.6134,0.56244,0.5797,0.40674,0.4437,0.1872,0.2044
0.68144,0.625,0.62284,0.612,0.5668,0.5968,0.4168,0.4585,0.1867,0.204
0.7004,0.6198,0.63418,0.6184,0.57824,0.6028,0.42914,0.4911,0.193,0.2225
0.70588,0.6394,0.64018,0.6298,0.58614,0.6074,0.43674,0.4861,0.19622,0.2139
0.71234,0.6359,0.64724,0.6257,0.59208,0.6079,0.45144,0.5036,0.19712,0.234
0.72206,0.6348,0.65134,0.6337,0.59768,0.615,0.45334,0.4933,0.2032,0.2356
0.7253,0.6321,0.65966,0.6307,0.60476,0.6247,0.4642,0.5094,0.21846,0.2669
0.73738,0.6378,0.66776,0.6417,0.60446,0.6235,0.47364,0.5187,0.23248,0.2767
0.744,0.6384,0.67432,0.6436,0.60896,0.6232,0.47798,0.5135,0.23894,0.2735
0.74672,0.6438,0.6806,0.6471,0.62274,0.6306,0.48328,0.5196,0.24698,0.2788
0.75566,0.6323,0.6838,0.6501,0.624,0.6345,0.489,0.5236,0.24726,0.2829
0.76184,0.6421,0.68706,0.6559,0.62766,0.6257,0.497,0.5345,0.25024,0.2825
0.7703,0.6364,0.69072,0.6463,0.6273,0.6384,0.5018,0.5461,0.25888,0.2779
0.77562,0.6336,0.69126,0.6473,0.63566,0.6332,0.50958,0.5604,0.25912,0.2886
0.77454,0.6439,0.69562,0.6531,0.63784,0.6484,0.50926,0.5546,0.26612,0.2913
0.78624,0.6419,0.69774,0.6633,0.64232,0.6484,0.51344,0.5585,0.2699,0.2803
0.78722,0.6395,0.70658,0.659,0.64634,0.6465,0.51958,0.5469,0.27182,0.2874
0.79648,0.6307,0.70774,0.6564,0.64804,0.6499,0.52184,0.5678,0.27562,0.3018
0.797,0.6369,0.71178,0.6586,0.65264,0.6569,0.53008,0.5733,0.27374,0.3048
0.79858,0.6285,0.717,0.6631,0.65324,0.6534,0.5322,0.5553,0.2753,0.3056
0.81042,0.6437,0.71688,0.6579,0.65618,0.6507,0.53834,0.5722,0.27382,0.3093
0.81482,0.6424,0.71532,0.6654,0.65738,0.6489,0.54226,0.5871,0.28118,0.3037
0.81422,0.6432,0.72384,0.6688,0.66268,0.6527,0.54262,0.5728,0.2841,0.3181
0.824,0.6393,0.723,0.6645,0.66448,0.6517,0.54664,0.5789,0.2841,0.3301
0.82978,0.6402,0.72674,0.6612,0.665,0.6571,0.54888,0.5911,0.28832,0.3163
0.83684,0.6346,0.72778,0.6639,0.66598,0.663,0.55176,0.5914,0.29438,0.3299
0.83436,0.6359,0.7304,0.668,0.66482,0.6553,0.55346,0.5965,0.29674,0.3367
0.83692,0.6304,0.72654,0.6643,0.66974,0.6683,0.5594,0.5903,0.29974,0.346
0.84354,0.6208,0.73554,0.6673,0.67248,0.6591,0.56242,0.5983,0.30328,0.3452
0.84512,0.6322,0.73054,0.6619,0.673,0.6647,0.56562,0.6054,0.30854,0.3394
0.84972,0.6293,0.73742,0.6689,0.67522,0.6661,0.56836,0.6065,0.30954,0.3471
0.85632,0.6352,0.73822,0.6643,0.67948,0.6608,0.57078,0.59,0.30708,0.3247
0.86012,0.6406,0.7445,0.6665,0.67642,0.6607,0.5703,0.6098,0.30992,0.3475
0.86764,0.6216,0.74064,0.6615,0.67922,0.6737,0.57258,0.6048,0.3076,0.3561
0.86906,0.6283,0.74188,0.6684,0.6838,0.6574,0.57016,0.6004,0.31496,0.3504
0.87032,0.6241,0.74774,0.6653,0.68128,0.6664,0.5785,0.6053,0.31494,0.3451
0.85854,0.6213,0.7439,0.667,0.67738,0.669,0.57868,0.6109,0.31508,0.3541
0.87346,0.6277,0.7432,0.6737,0.68102,0.6656,0.58366,0.6162,0.3168,0.3515
